SubUnitGuid,ProfileName,ClientID,OnlineProfileName,OnlineClientID,CN,ReportingListID,ClientID,Description,FieldType,Mandatory,DataType,Min,Max,SampleValue,ActualValue,DescriptionLength,NumOfCDRDropList,CDROutput,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200015,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200016,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200017,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200018,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200019,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200020,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023100025,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200025,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200026,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200027,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200028,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200029,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200030,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
